id,source_sentence,target_sentence,source_word,target_word,level,phenomenon,PID,subtype,domain,tree_depth
9545,Каждый день приходила одна Римма.,Каждый день пришла одна Римма.,приходила,пришла,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
5561,Но веки каждый раз открывались снова.,Но веки каждый раз открылись снова.,открывались,открылись,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,2
8869,Или вы ежедневно обсуждали этот вопрос?,Или вы ежедневно обсудили этот вопрос?,обсуждали,обсудили,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,2
5700,Прибыль я твоим в Баку ежемесячно посылал.,Прибыль я твоим в Баку ежемесячно послал.,посылал,послал,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
4824,И тут Прадо каждый раз ударял Гудона.,И тут Прадо каждый раз ударил Гудона.,ударял,ударил,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,2
8065,Пьер с главноуправляющим каждый день занимался.,Пьер с главноуправляющим каждый день занялся.,занимался,занялся,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,4
6459,Он наносил ежедневно визит Пихлеру для осмотра.,Он нанес ежедневно визит Пихлеру для осмотра.,наносил,нанес,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,2
8333,И они каждый день увеличивали счет мести.,И они каждый день увеличили счет мести.,увеличивали,увеличили,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
7143,Сам Пурилис ежеминутно передергивал плечами.,Сам Пурилис ежеминутно передернул плечами.,передергивал,передернул,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,2
7767,Французский посол ежедневно предостерегал ее.,Французский посол ежедневно предостерег ее.,предостерегал,предостерег,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,2
6625,Вы каждый день получали сообщения от агентства.,Вы каждый день получили сообщения от агентства.,получали,получили,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
6202,К ней ежегодно приезжали знакомые из Бристоля.,К ней ежегодно приехали знакомые из Бристоля.,приезжали,приехали,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,4
4807,Свежий хлеб нам выдавали ежедневно.,Свежий хлеб нам выдали ежедневно.,выдавали,выдали,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,2
8805,Она каждый раз поражала его новыми талантами.,Она каждый раз поразила его новыми талантами.,поражала,поразила,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
6756,Опять мы каждый день уходим на маршруты.,Опять мы каждый день уйдем на маршруты.,уходим,уйдем,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
8094,Напрасно Алиханов ежедневно заготовлял шашлыки.,Напрасно Алиханов ежедневно заготовил шашлыки.,заготовлял,заготовил,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,1
9458,Ежедневно в бору неспешно прогуливались пенсионеры.,Ежедневно в бору неспешно прогулялись пенсионеры.,прогуливались,прогулялись,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,2
9401,Агент ежедневно докладывал о работе.,Агент ежедневно доложил о работе.,докладывал,доложил,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,2
9439,Ребятам Макс еженедельно выдавал зарплату.,Ребятам Макс еженедельно выдал зарплату.,выдавал,выдал,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,1
7145,А до этого день каждый раз убывал.,А до этого день каждый раз убыл.,убывал,убыл,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
8457,Ривин ежеминутно запрашивал о признаках азотных бурь.,Ривин ежеминутно запросил о признаках азотных бурь.,запрашивал,запросил,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
7693,Теперь Кристоффер каждый день забегал к Марит.,Теперь Кристоффер каждый день забежал к Марит.,забегал,забежал,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
9622,"Приходили ежедневно, как на работу.","Пришли ежедневно, как на работу.",Приходили,Пришли,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,2
6170,Мятеж каждый день преподносил все новые сюрпризы!,Мятеж каждый день преподнес все новые сюрпризы!,преподносил,преподнес,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,4
5682,Каждый год рождалось новое подобное общество.,Каждый год родилось новое подобное общество.,рождалось,родилось,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
9779,Жора с Романом приходили ежедневно.,Жора с Романом пришли ежедневно.,приходили,пришли,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
8159,Теперь Калигула каждый месяц обходил тюрьмы.,Теперь Калигула каждый месяц обошел тюрьмы.,обходил,обошел,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,2
7996,И ты каждый раз выпивала бокал?,И ты каждый раз выпила бокал?,выпивала,выпила,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,2
8848,Раечка ежедневно придумывала для него десятки имен.,Раечка ежедневно придумала для него десятки имен.,придумывала,придумала,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
6859,Ночью Робби каждый час просыпался.,Ночью Робби каждый час проснулся.,просыпался,проснулся,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,2
5584,Зина каждый раз протирала его сырой тряпкой.,Зина каждый раз протерла его сырой тряпкой.,протирала,протерла,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
6100,Из Кале каждый день выходили суда.,Из Кале каждый день вышли суда.,выходили,вышли,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
4690,Я почти каждый день наведывался.,Я почти каждый день наведался.,наведывался,наведался,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
7694,Доктор Вольден ежедневно осматривал ее.,Доктор Вольден ежедневно осмотрел ее.,осматривал,осмотрел,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,2
5090,Каждый день отзывались иски потерпевших.,Каждый день отозвались иски потерпевших.,отзывались,отозвались,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
5523,"Он что, все их ежедневно обходит?","Он что, все их ежедневно обойдет?",обходит,обойдет,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
9113,Там Джанфранко ежедневно устраивали разносы.,Там Джанфранко ежедневно устроили разносы.,устраивали,устроили,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,1
5420,Мужу детишек каждый год рожает.,Мужу детишек каждый год родит.,рожает,родит,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
5110,Ежедневно Сохин отдавал деньги Семенцу.,Ежедневно Сохин отдал деньги Семенцу.,отдавал,отдал,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,1
8491,Соблюдайте обет Мауны по 2 часа ежедневно.,Соблюдите обет Мауны по 2 часа ежедневно.,Соблюдайте,Соблюдите,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
543,Я каждый раз проверял объект.,Я каждый раз проверил объект.,проверял,проверил,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikinews,2
601,Но каждый раз натыкался на неодалимую стену.,Но каждый раз наткнулся на неодалимую стену.,натыкался,наткнулся,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikinews,3
236,Каждый час проходили мойку в санпропускнике.,Каждый час прошли мойку в санпропускнике.,проходили,прошли,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikinews,4
707,Однако суд каждый раз отказывал.,Однако суд каждый раз отказал.,отказывал,отказал,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikinews,2
80,Сезон переездов открывался ежегодно 9 мая.,Сезон переездов открылся ежегодно 9 мая.,открывался,открылся,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikinews,3
721,Потом такие задержания происходили ежедневно.,Потом такие задержания произошли ежедневно.,происходили,произошли,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikinews,2
717,Туда ее ежедневно довозит маршрутка.,Туда ее ежедневно довезет маршрутка.,довозит,довезет,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikinews,1
4325,Причитающуюся ему порцию ежедневно отдавали нищим.,Причитающуюся ему порцию ежедневно отдали нищим.,отдавали,отдали,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
2359,Он ежегодно все их объезжал.,Он ежегодно все их объехал.,объезжал,объехал,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,2
3873,Ежегодно сохранял после зимовки поголовье табуна.,Ежегодно сохранил после зимовки поголовье табуна.,сохранял,сохранил,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
1675,Сталин каждый день спрашивал об этом.,Сталин каждый день спросил об этом.,спрашивал,спросил,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
2440,Ежегодно на курс принимали 5 человек.,Ежегодно на курс приняли 5 человек.,принимали,приняли,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
3853,Бригада Владимира Нагурного ежегодно перевыполнял производственный план.,Бригада Владимира Нагурного ежегодно перевыполнил производственный план.,перевыполнял,перевыполнил,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,4
3733,Почти ежедневно приходил к нам Куприн.,Почти ежедневно пришел к нам Куприн.,приходил,пришел,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
4233,Службы проходили в церкви ежедневно.,Службы прошли в церкви ежедневно.,проходили,прошли,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,2
4391,Еженедельно по пятницам проходил базар.,Еженедельно по пятницам прошел базар.,проходил,прошел,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,2
1104,С начала 50-х годов ежегодно перевыполняла план.,С начала 50-х годов ежегодно перевыполнила план.,перевыполняла,перевыполнила,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
1482,На строительство ежедневно выделялось большое количество солдат.,На строительство ежедневно выделилось большое количество солдат.,выделялось,выделилось,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
4405,Но рапорты каждый раз отклоняли.,Но рапорты каждый раз отклонили.,отклоняли,отклонили,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,2
3120,В имении ежегодно нанимали работников.,В имении ежегодно наняли работников.,нанимали,наняли,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,2
1074,Паромы перевозят транспорт и людей ежедневно.,Паромы перевезут транспорт и людей ежедневно.,перевозят,перевезут,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
1512,Аксинья же каждый раз спрашивала о деньгах.,Аксинья же каждый раз спросила о деньгах.,спрашивала,спросила,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,4
3558,Из числа пританов ежедневно выбирали председателя эпистата.,Из числа пританов ежедневно выбрали председателя эпистата.,выбирали,выбрали,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
2730,Ежегодно самостоятельно проводил обследования низовьев реки Волхов.,Ежегодно самостоятельно провел обследования низовьев реки Волхов.,проводил,провел,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,4
3855,Бригада Алексея Боридько ежегодно перевыполняла план.,Бригада Алексея Боридько ежегодно перевыполнила план.,перевыполняла,перевыполнила,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
4615,Ежегодно Мештли приносили в жертву сотни людей.,Ежегодно Мештли принесли в жертву сотни людей.,приносили,принесли,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
3603,Встречи десантнов проходили ежегодно 1 ноября.,Встречи десантнов прошли ежегодно 1 ноября.,проходили,прошли,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
1547,В городе ежегодно проходило до 4 ярмарок.,В городе ежегодно прошло до 4 ярмарок.,проходило,прошло,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
2372,Проходил ежегодно на площадке в торговом центре.,Прошел ежегодно на площадке в торговом центре.,Проходил,Прошел,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
1490,Супруги ежегодно посещали Праздник Юманите.,Супруги ежегодно посетили Праздник Юманите.,посещали,посетили,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,2
1989,Турнир проходил ежегодно в мае.,Турнир прошел ежегодно в мае.,проходил,прошел,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,2
4527,Ежегодно тысячи крестьян переселялись в прикумские села.,Ежегодно тысячи крестьян переселились в прикумские села.,переселялись,переселились,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
1780,В Луковце ежегодно проходили четыре ярмарки.,В Луковце ежегодно прошли четыре ярмарки.,проходили,прошли,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
2159,Ежегодно музей посещало около 7 тысяч человек.,Ежегодно музей посетило около 7 тысяч человек.,посещало,посетило,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
2195,Содержание ежегодно обходилось в миллион долларов.,Содержание ежегодно обошлось в миллион долларов.,обходилось,обошлось,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,2
977,Но Моронг каждый раз возрождался.,Но Моронг каждый раз возродился.,возрождался,возродился,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,2
1942,Узников ежедневно принуждали к работам.,Узников ежедневно принудили к работам.,принуждали,принудили,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,2
4459,В посаде проходило ежегодно 3 ярмарки.,В посаде прошло ежегодно 3 ярмарки.,проходило,прошло,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
2695,Сауд каждый год совершал хадж с войском.,Сауд каждый год совершил хадж с войском.,совершал,совершил,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
1681,Но каждый раз возвращался в Рим.,Но каждый раз возвратился в Рим.,возвращался,возвратился,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
4243,Собрания совета соединенных колоний происходили ежегодно.,Собрания совета соединенных колоний произошли ежегодно.,происходили,произошли,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,4
2198,Дань индейцев увеличивалась на 1 миллион ежегодно.,Дань индейцев увеличилась на 1 миллион ежегодно.,увеличивалась,увеличилась,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
1732,Жители города ежегодно избирали судей.,Жители города ежегодно избрали судей.,избирали,избрали,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,2
1133,Они выбирались ежегодно из жителей горнозаводских округов.,Они выбрались ежегодно из жителей горнозаводских округов.,выбирались,выбрались,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
2850,Звено Марии Копытовой ежегодно перевыполняло план.,Звено Марии Копытовой ежегодно перевыполнило план.,перевыполняло,перевыполнило,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
3364,Ежегодно звено Карамян получало высокие урожаи винограда.,Ежегодно звено Карамян получило высокие урожаи винограда.,получало,получило,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
2276,Этот день ежегодно отмечался как День училища.,Этот день ежегодно отметился как День училища.,отмечался,отметился,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
2784,Бригада Антона Новикова ежегодно перевыполняла план.,Бригада Антона Новикова ежегодно перевыполнила план.,перевыполняла,перевыполнила,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
3911,"Зиннатуллиным, ежегодно добивалась получения высоких урожаев.","Зиннатуллиным, ежегодно добилась получения высоких урожаев.",добивалась,добилась,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,4
4280,С тех пор собирался ежегодно.,С тех пор собрался ежегодно.,собирался,собрался,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,2
4385,В этих городах ежегодно назначали двух управляющих.,В этих городах ежегодно назначили двух управляющих.,назначали,назначили,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
2954,Она выходила ежедневно кроме дней после праздников.,Она вышла ежедневно кроме дней после праздников.,выходила,вышла,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
4526,Здесь ежегодно собирался орденский генеральный капитул.,Здесь ежегодно собрался орденский генеральный капитул.,собирался,собрался,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,2
3742,Бой часов ежедневно передавали по радио.,Бой часов ежедневно передали по радио.,передавали,передали,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
1532,Размер каждый раз устанавливался отдельно.,Размер каждый раз установился отдельно.,устанавливался,установился,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,2
3920,Ежедневно из пританов методом жеребьевки выбирали эпистата.,Ежедневно из пританов методом жеребьевки выбрали эпистата.,выбирали,выбрали,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
2109,Ежегодно ее посещало около человек.,Ежегодно ее посетило около человек.,посещало,посетило,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,2
2734,Каждый год создавалось около десятка автомобилей.,Каждый год создалось около десятка автомобилей.,создавалось,создалось,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
1516,Роли различных гостей каждую неделю исполнял Холнес.,Роли различных гостей каждую неделю исполнил Холнес.,исполнял,исполнил,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,4
2781,Настриг шерсти тоже с каждым годом увеличивался.,Настриг шерсти тоже с каждым годом увеличился.,увеличивался,увеличился,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
1049,Встречи Святого клуба проходили еженедельно.,Встречи Святого клуба прошли еженедельно.,проходили,прошли,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,wikipedia,3
7809,В проливах архипелага ежегодно забивали до тысячи китов.,В проливах архипелага ежегодно забили до тысячи китов.,забивали,забили,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
5697,"Максимов каждый раз спрашивал себя, что это?","Максимов каждый раз спросил себя, что это?",спрашивал,спросил,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,4
9588,Но эти экзамены ежегодно сдавали около миллиона школьников.,Но эти экзамены ежегодно сдали около миллиона школьников.,сдавали,сдали,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
5597,"Вот тетрадь заказов, где муж ежемесячно производил расчеты.","Вот тетрадь заказов, где муж ежемесячно произвел расчеты.",производил,произвел,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
5955,Голос Тибалта каждый раз вызывал у нее дрожь.,Голос Тибалта каждый раз вызвал у нее дрожь.,вызывал,вызвал,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,4
6320,А вот анекдот такие формулы выводит почти ежедневно.,А вот анекдот такие формулы выведет почти ежедневно.,выводит,выведет,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,4
5498,Этот короткий диалог повторялся ежегодно в течение трех лет.,Этот короткий диалог повторился ежегодно в течение трех лет.,повторялся,повторился,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,4
5229,Ежедневно в час Севилл выходил со спортивной сумкой.,Ежедневно в час Севилл вышел со спортивной сумкой.,выходил,вышел,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
6032,Каганович ежегодно приобретал путевки в обычные дома отдыха.,Каганович ежегодно приобрел путевки в обычные дома отдыха.,приобретал,приобрел,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
8470,Теперь Майкл Роуленд ежедневно получал душ из морской воды.,Теперь Майкл Роуленд ежедневно получил душ из морской воды.,получал,получил,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
9495,"Действительно, канонада Дауна с каждой минутой усиливалась.","Действительно, канонада Дауна с каждой минутой усилилась.",усиливалась,усилилась,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,4
7981,Одна только старушка Мариэта ежедневно заглядывала в мою комнату.,Одна только старушка Мариэта ежедневно заглянула в мою комнату.,заглядывала,заглянула,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,4
4735,"Я ж, почитай, каждый год рожала.","Я ж, почитай, каждый год родила.",рожала,родила,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,4
7287,Каждую минуту проходили машины от Магадана до Индигирки.,Каждую минуту прошли машины от Магадана до Индигирки.,проходили,прошли,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,5
6178,Подобные случаи происходили в полосе корпуса почти ежедневно.,Подобные случаи произошли в полосе корпуса почти ежедневно.,происходили,произошли,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,4
8354,Особенно когда его ежедневно выдавали сотни других мелочей.,Особенно когда его ежедневно выдали сотни других мелочей.,выдавали,выдали,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
8111,И с того раза он проделывал это ежедневно.,И с того раза он проделал это ежедневно.,проделывал,проделал,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,2
6936,С последней мы каждый день находим похожие черты.,С последней мы каждый день найдем похожие черты.,находим,найдем,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,4
6415,Семь миллионов безработных ежедневно собирались у бирж труда.,Семь миллионов безработных ежедневно собрались у бирж труда.,собирались,собрались,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
4895,"Тамила каждый раз влюблялась ""раз и навсегда"".","Тамила каждый раз влюбилась ""раз и навсегда"".",влюблялась,влюбилась,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,4
8980,"Пастор, напротив, прочитывал ежедневно пять газет.","Пастор, напротив, прочитал ежедневно пять газет.",прочитывал,прочитал,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,4
8379,"И каждый раз повторялись, команды забыть выполнение задания.","И каждый раз повторились, команды забыть выполнение задания.",повторялись,повторились,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,5
8001,И еще каждый раз приносил оттуда какие-нибудь хитроумные цацки.,И еще каждый раз принес оттуда какие-нибудь хитроумные цацки.,приносил,принес,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,3
8666,Каждый день загоняю с боем Редко когда сама собирается.,Каждый день загоню с боем Редко когда сама собирается.,загоняю,загоню,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,4
8740,"Та, что каждый год приносила царю по ребенку.","Та, что каждый год принесла царю по ребенку.",приносила,принесла,Semantics,Aspect,change_repetition_aspect,change_repetition_aspect,librusec,4
